AgroClimaticZone,District,Station,Item,Year,avg_temp,average_rain_fall_mm_per_year,avg_humidity_percent,wind_speed_m_s,solar_radiation_mj_m2,soil_moisture_percent,soil_ph,organic_carbon_percent,fertilizer_n_kg_per_ha,fertilizer_p_kg_per_ha,fertilizer_k_kg_per_ha,pesticides_tonnes,rainfall_variability,drought_flag,flood_flag,hg_ha_yield
Hill Zone,Darjeeling,Darjeeling South,Maize,2002,19.06,2845.3,91.3,2.39,20.27,45.0,6.21,0.824,123.0,62.5,58.5,0.593,19.45,0,1,1038.1
Hill Zone,Darjeeling,Darjeeling South,Maize,2003,19.61,3253.5,97.0,3.5,14.47,45.0,6.49,0.473,76.1,49.1,44.2,0.682,21.51,0,1,1001.4
Hill Zone,Darjeeling,Darjeeling South,Maize,2004,18.52,3069.4,89.8,2.79,14.18,42.69,6.08,0.599,135.8,45.9,66.3,1.316,24.64,0,1,1115.5
Hill Zone,Darjeeling,Darjeeling South,Maize,2005,18.94,2942.9,97.0,3.25,18.62,45.0,5.61,0.777,119.5,31.4,46.0,1.105,17.53,0,1,1118.4
Hill Zone,Darjeeling,Darjeeling South,Maize,2006,19.41,2734.1,94.0,2.91,20.62,45.0,5.44,0.631,130.3,76.2,69.5,0.614,15.97,0,1,1027.6
Hill Zone,Darjeeling,Darjeeling South,Maize,2007,19.51,2768.4,97.0,3.23,19.35,40.64,6.05,0.792,67.1,50.2,43.0,1.155,19.85,0,1,1141.7
Hill Zone,Darjeeling,Darjeeling South,Maize,2008,18.17,3070.1,97.0,3.08,17.38,45.0,5.55,0.881,104.0,74.5,45.8,1.144,27.03,0,1,935.8
Hill Zone,Darjeeling,Darjeeling South,Maize,2009,18.76,3030.1,97.0,1.46,17.4,45.0,6.0,0.605,63.3,79.3,51.1,1.449,12.98,0,1,1008.6
Hill Zone,Darjeeling,Darjeeling South,Maize,2010,19.01,2689.4,96.5,2.09,16.91,45.0,6.41,1.011,127.7,31.4,59.0,0.493,18.67,0,1,989.1
Hill Zone,Darjeeling,Darjeeling South,Maize,2011,17.83,3366.5,97.0,2.13,16.23,45.0,7.09,0.41,72.3,64.6,20.8,0.78,24.84,0,1,777.9
Hill Zone,Darjeeling,Darjeeling South,Maize,2012,18.24,2905.6,92.9,2.16,18.28,45.0,6.86,0.53,87.0,66.6,17.4,0.757,16.16,0,1,814.4
Hill Zone,Darjeeling,Darjeeling South,Maize,2013,17.7,3144.1,92.1,1.93,15.93,45.0,5.7,0.854,99.3,49.4,38.8,0.684,12.21,0,1,858.4
Hill Zone,Darjeeling,Darjeeling South,Maize,2014,19.02,3037.3,97.0,2.07,19.68,45.0,5.93,0.787,63.8,65.4,30.9,1.001,26.12,0,1,1084.2
Hill Zone,Darjeeling,Darjeeling South,Maize,2015,18.16,3053.3,97.0,1.74,14.51,45.0,6.63,0.287,105.6,62.6,45.5,0.58,24.0,0,1,784.3
Hill Zone,Darjeeling,Darjeeling South,Maize,2016,19.53,3419.5,93.7,2.72,18.67,45.0,5.98,0.571,66.2,55.8,51.6,0.677,12.37,0,1,1040.4
Hill Zone,Darjeeling,Darjeeling South,Maize,2017,18.84,3068.9,97.0,2.58,13.86,41.44,6.66,0.911,65.5,41.5,48.0,1.152,21.61,0,1,1111.1
Hill Zone,Darjeeling,Darjeeling South,Maize,2018,18.82,3147.4,97.0,2.24,21.25,45.0,6.83,0.554,137.4,34.7,49.3,0.102,11.84,0,1,946.9
Hill Zone,Darjeeling,Darjeeling South,Maize,2019,18.42,3092.4,91.3,3.59,19.45,45.0,6.55,0.694,148.6,57.0,21.9,0.795,25.3,0,1,1007.2
Hill Zone,Darjeeling,Darjeeling South,Maize,2020,18.48,3190.4,97.0,2.95,13.04,45.0,6.68,0.586,117.3,87.7,38.9,0.941,14.49,0,1,961.9
Hill Zone,Darjeeling,Darjeeling South,Maize,2021,18.88,2726.3,83.0,3.46,17.4,45.0,6.41,0.659,126.7,65.8,25.9,1.224,12.07,0,1,1125.8
Hill Zone,Darjeeling,Darjeeling South,Maize,2022,21.74,3071.2,97.0,2.29,19.5,45.0,6.55,0.463,80.1,59.1,20.6,0.623,21.53,0,1,1326.4
Hill Zone,Darjeeling,Darjeeling South,Maize,2023,18.07,2804.4,97.0,2.28,18.14,45.0,7.25,0.545,49.7,55.3,43.6,0.916,8.37,0,1,882.3
Hill Zone,Darjeeling,Darjeeling South,Maize,2024,19.02,3043.8,90.8,2.85,17.51,45.0,6.15,0.39,110.8,37.2,49.6,0.554,17.02,0,1,957.1
Hill Zone,Darjeeling,Darjeeling South,Pulses,2000,18.3,2938.3,93.8,2.49,16.01,45.0,6.22,0.194,105.3,77.5,48.0,1.045,20.43,0,1,347.3
Hill Zone,Darjeeling,Darjeeling South,Pulses,2001,16.94,3234.1,97.0,2.92,18.94,45.0,6.34,0.684,107.4,58.9,29.8,0.688,21.08,0,1,270.6
Hill Zone,Darjeeling,Darjeeling South,Pulses,2002,15.82,3081.3,87.4,3.82,19.79,45.0,6.03,0.413,101.0,53.6,32.4,0.917,21.76,0,1,220.2
Hill Zone,Darjeeling,Darjeeling South,Pulses,2003,17.33,2575.7,93.1,2.09,19.01,45.0,7.14,0.687,139.2,81.8,44.3,0.951,22.73,0,1,321.3
Hill Zone,Darjeeling,Darjeeling South,Pulses,2004,17.94,2890.5,97.0,2.12,20.03,45.0,7.06,0.865,71.9,72.1,38.0,1.269,20.82,0,1,357.0
Hill Zone,Darjeeling,Darjeeling South,Pulses,2005,19.21,2935.3,97.0,2.8,17.35,45.0,5.89,0.741,73.1,64.4,50.7,1.081,14.74,0,1,490.1
Hill Zone,Darjeeling,Darjeeling South,Pulses,2006,18.31,3093.5,96.7,3.51,16.46,45.0,5.92,0.696,97.6,69.8,39.9,0.636,20.59,0,1,324.7
Hill Zone,Darjeeling,Darjeeling South,Pulses,2007,17.59,3230.8,92.5,3.07,16.7,45.0,6.49,0.76,91.8,51.1,55.6,1.1,17.78,0,1,322.8
Hill Zone,Darjeeling,Darjeeling South,Pulses,2008,17.65,2935.8,97.0,2.95,18.74,45.0,6.24,0.57,97.9,86.8,15.3,0.971,20.67,0,1,326.8
Hill Zone,Darjeeling,Darjeeling South,Pulses,2009,21.1,3322.7,97.0,1.98,19.32,45.0,6.41,0.682,95.5,65.3,67.7,1.186,19.44,0,1,487.7
Hill Zone,Darjeeling,Darjeeling South,Pulses,2010,19.84,3304.5,97.0,2.27,19.8,45.0,6.77,0.443,83.5,55.0,24.2,0.896,21.28,0,1,387.4
Hill Zone,Darjeeling,Darjeeling South,Pulses,2011,19.71,2951.6,97.0,2.73,16.68,45.0,5.59,0.517,88.0,82.6,59.2,0.511,22.82,0,1,415.2
Hill Zone,Darjeeling,Darjeeling South,Pulses,2012,18.4,3173.9,97.0,2.22,17.21,45.0,5.94,0.683,107.6,43.4,33.1,0.984,23.25,0,1,369.9
Hill Zone,Darjeeling,Darjeeling South,Pulses,2013,17.95,3236.3,97.0,2.99,21.26,45.0,6.33,0.537,85.4,88.7,58.1,0.403,20.74,0,1,314.7
Hill Zone,Darjeeling,Darjeeling South,Pulses,2014,20.04,3093.4,97.0,2.69,19.07,45.0,6.3,0.624,124.3,36.0,45.0,0.866,15.63,0,1,475.6
Hill Zone,Darjeeling,Darjeeling South,Pulses,2015,17.56,2997.1,95.2,2.96,16.69,45.0,6.58,0.351,122.6,42.4,41.4,0.868,22.89,0,1,323.6
Hill Zone,Darjeeling,Darjeeling South,Pulses,2016,20.73,3113.8,97.0,2.27,19.83,45.0,6.56,0.542,117.7,59.3,45.5,0.692,4.14,0,1,469.6
Hill Zone,Darjeeling,Darjeeling South,Pulses,2017,20.03,3121.6,89.4,2.6,12.82,45.0,6.49,0.425,132.4,41.8,52.9,0.906,11.75,0,1,477.8
Hill Zone,Darjeeling,Darjeeling South,Pulses,2018,17.61,3363.9,97.0,1.93,12.92,45.0,7.08,0.415,156.1,57.8,41.9,0.876,16.86,0,1,348.9
Hill Zone,Darjeeling,Darjeeling South,Pulses,2019,19.17,2680.2,97.0,3.18,14.95,45.0,5.98,0.659,121.0,59.0,36.6,0.676,23.11,0,1,398.6
Hill Zone,Darjeeling,Darjeeling South,Pulses,2020,21.35,2902.6,97.0,2.63,15.87,45.0,6.46,0.483,101.1,72.1,27.8,1.286,22.2,0,1,532.5
Hill Zone,Darjeeling,Darjeeling South,Pulses,2021,20.47,3451.8,97.0,2.71,23.18,45.0,5.97,0.611,104.0,48.1,24.0,1.153,18.83,0,1,478.5
Hill Zone,Darjeeling,Darjeeling South,Pulses,2022,20.55,2954.2,97.0,2.78,16.78,45.0,6.76,0.648,147.5,42.3,47.8,0.498,17.69,0,1,451.1
Hill Zone,Darjeeling,Darjeeling South,Pulses,2023,20.54,3236.7,97.0,3.81,22.07,45.0,6.08,0.378,109.2,49.0,35.9,0.818,9.02,0,1,492.0
Hill Zone,Darjeeling,Darjeeling South,Pulses,2024,17.98,2930.4,97.0,1.53,20.6,45.0,6.25,0.447,96.6,23.6,64.6,0.915,14.19,0,1,313.0
Hill Zone,Darjeeling,Darjeeling South,Millet,2000,19.04,3402.4,97.0,2.22,13.02,45.0,6.47,1.077,106.5,47.6,34.9,1.142,9.12,0,1,182.5
Hill Zone,Darjeeling,Darjeeling South,Millet,2001,18.73,2965.9,94.4,3.3,23.29,45.0,6.65,0.98,92.4,50.7,27.7,0.858,17.9,0,1,145.1
Hill Zone,Darjeeling,Darjeeling South,Millet,2002,17.73,2730.5,88.3,1.95,19.83,45.0,6.0,0.775,126.0,42.1,36.1,1.088,20.44,0,1,107.9
Hill Zone,Darjeeling,Darjeeling South,Millet,2003,18.78,3069.5,97.0,2.02,20.52,45.0,5.92,0.851,136.0,32.4,73.3,0.572,13.1,0,1,146.8
Hill Zone,Darjeeling,Darjeeling South,Millet,2004,19.37,3203.9,97.0,3.51,19.16,45.0,7.75,0.687,36.1,47.2,29.5,0.926,18.92,0,1,142.1
Hill Zone,Darjeeling,Darjeeling South,Millet,2005,17.37,3017.7,97.0,0.85,20.81,45.0,6.4,0.707,80.4,54.1,60.0,1.212,21.03,0,1,101.3
Hill Zone,Darjeeling,Darjeeling South,Millet,2006,17.75,3369.3,97.0,2.31,11.69,45.0,5.46,0.892,115.5,42.0,41.0,1.658,25.46,0,1,112.0
Hill Zone,Darjeeling,Darjeeling South,Millet,2007,18.51,2800.0,86.9,2.72,25.07,45.0,6.42,0.576,115.9,73.2,23.5,0.35,29.42,0,1,131.2
Hill Zone,Darjeeling,Darjeeling South,Millet,2008,20.42,3129.6,97.0,2.18,19.47,45.0,6.9,0.559,136.4,43.2,23.9,1.055,26.65,0,1,242.6
Hill Zone,Darjeeling,Darjeeling South,Millet,2009,17.34,3273.4,97.0,2.28,10.62,45.0,6.84,0.748,58.6,28.4,60.0,1.139,21.3,0,1,93.5
Hill Zone,Darjeeling,Darjeeling South,Millet,2010,19.17,2952.3,97.0,2.0,18.77,45.0,6.87,0.793,85.8,87.9,28.3,1.034,24.83,0,1,186.7
Hill Zone,Darjeeling,Darjeeling South,Millet,2011,16.35,3305.2,97.0,3.6,11.35,45.0,6.35,0.561,150.1,42.8,63.4,1.068,9.65,0,1,80.0
Hill Zone,Darjeeling,Darjeeling South,Millet,2012,18.29,3098.2,97.0,2.47,20.72,45.0,4.88,0.583,123.8,48.5,29.9,1.027,29.96,0,1,122.7
Hill Zone,Darjeeling,Darjeeling South,Millet,2013,18.03,2881.5,97.0,2.57,19.84,45.0,6.94,0.466,138.7,70.2,52.3,1.203,14.99,0,1,127.7
Hill Zone,Darjeeling,Darjeeling South,Millet,2014,18.28,3250.4,97.0,2.88,14.72,45.0,6.22,0.627,114.0,51.7,41.7,0.279,24.99,0,1,113.9
Hill Zone,Darjeeling,Darjeeling South,Millet,2015,18.62,2885.7,97.0,1.97,19.51,45.0,7.22,0.888,128.6,33.5,64.4,1.257,23.39,0,1,163.0
Hill Zone,Darjeeling,Darjeeling South,Millet,2016,19.01,2958.4,97.0,3.49,14.9,45.0,6.53,0.828,118.4,75.1,60.5,1.168,10.18,0,1,188.7
Hill Zone,Darjeeling,Darjeeling South,Millet,2017,19.02,2820.8,97.0,1.66,20.72,45.0,6.16,0.836,124.0,67.0,25.1,1.087,19.27,0,1,178.2
Hill Zone,Darjeeling,Darjeeling South,Millet,2018,19.01,3331.1,97.0,3.09,22.14,45.0,6.91,0.7,126.3,46.1,56.9,1.272,18.04,0,1,181.4
Hill Zone,Darjeeling,Darjeeling South,Millet,2019,19.51,2831.4,97.0,3.53,16.65,43.05,6.52,0.529,167.1,54.9,45.4,0.724,20.04,0,1,178.7
Hill Zone,Darjeeling,Darjeeling South,Millet,2020,18.1,3069.6,96.5,3.53,14.66,45.0,6.08,0.386,160.1,18.5,66.9,0.495,19.1,0,1,130.5
Hill Zone,Darjeeling,Darjeeling South,Millet,2021,16.81,2774.2,97.0,2.74,16.5,45.0,5.94,0.681,155.0,48.9,47.6,1.265,30.26,0,1,85.7
Hill Zone,Darjeeling,Darjeeling South,Millet,2022,19.46,2957.2,95.8,2.35,16.25,44.59,5.44,0.514,114.9,77.1,37.7,0.861,22.46,0,1,182.9
Hill Zone,Darjeeling,Darjeeling South,Millet,2023,19.05,3072.1,97.0,2.4,16.67,45.0,6.63,0.605,167.2,49.7,57.5,1.185,28.25,0,1,165.2
Hill Zone,Darjeeling,Darjeeling South,Millet,2024,20.89,3087.1,97.0,2.41,16.95,45.0,5.28,0.757,112.9,38.9,44.6,1.585,20.8,0,1,266.5
Hill Zone,Darjeeling,Darjeeling South,Jute,2000,20.32,2905.0,97.0,2.25,17.41,45.0,6.7,0.514,107.2,57.1,39.5,0.899,14.34,0,0,576.9
Hill Zone,Darjeeling,Darjeeling South,Jute,2001,18.56,2851.9,97.0,2.49,15.4,45.0,6.18,0.625,114.3,51.9,32.8,1.328,23.83,0,0,527.7
Hill Zone,Darjeeling,Darjeeling South,Jute,2002,19.55,3156.2,97.0,2.68,25.86,45.0,6.92,0.579,128.4,95.0,51.7,1.222,25.87,0,0,461.1
Hill Zone,Darjeeling,Darjeeling South,Jute,2003,20.25,3134.2,97.0,2.19,25.77,45.0,6.47,0.925,96.7,55.4,34.1,0.915,16.27,0,0,513.2
Hill Zone,Darjeeling,Darjeeling South,Jute,2004,18.46,2949.1,97.0,2.54,16.6,45.0,6.74,0.684,76.3,64.5,26.9,0.962,18.8,0,0,403.6
Hill Zone,Darjeeling,Darjeeling South,Jute,2005,17.74,2927.6,97.0,2.44,17.48,45.0,6.62,0.86,75.2,36.6,93.6,0.896,16.84,0,0,410.5
Hill Zone,Darjeeling,Darjeeling South,Jute,2006,19.7,2818.0,97.0,2.6,20.03,45.0,6.16,0.488,40.3,72.5,24.2,0.791,28.13,0,0,537.9
Hill Zone,Darjeeling,Darjeeling South,Jute,2007,19.33,3035.3,97.0,2.64,16.61,45.0,6.29,0.397,101.3,64.8,29.3,1.135,22.94,0,0,496.8
Hill Zone,Darjeeling,Darjeeling South,Jute,2008,18.03,3228.3,93.9,2.34,18.38,45.0,6.39,0.638,93.1,47.8,49.8,1.069,22.2,0,0,292.5
Hill Zone,Darjeeling,Darjeeling South,Jute,2009,20.0,2683.8,92.4,2.51,16.22,45.0,6.77,0.635,114.3,77.3,40.4,0.817,23.73,0,0,785.2
Hill Zone,Darjeeling,Darjeeling South,Jute,2010,20.27,3163.4,97.0,2.25,15.37,45.0,5.14,0.733,138.7,56.8,42.2,1.22,18.27,0,0,518.2
Hill Zone,Darjeeling,Darjeeling South,Jute,2011,21.11,3241.4,97.0,2.95,18.8,45.0,6.45,0.863,64.5,50.9,54.8,0.666,17.91,0,1,374.4
Hill Zone,Darjeeling,Darjeeling South,Jute,2012,19.29,3272.1,97.0,2.95,16.02,45.0,6.69,0.925,49.3,61.9,19.2,1.113,21.07,0,1,266.7
Hill Zone,Darjeeling,Darjeeling South,Jute,2013,19.79,3166.7,97.0,2.85,21.52,45.0,6.43,0.424,144.0,46.8,34.8,0.78,13.58,0,0,411.9
Hill Zone,Darjeeling,Darjeeling South,Jute,2014,20.23,3256.3,97.0,3.61,15.51,45.0,7.13,1.094,70.3,31.0,52.1,0.812,12.82,0,1,327.5
Hill Zone,Darjeeling,Darjeeling South,Jute,2015,18.09,2583.6,93.8,2.7,19.9,45.0,6.5,0.61,91.6,27.1,39.1,1.193,22.23,0,0,785.7
Hill Zone,Darjeeling,Darjeeling South,Jute,2016,18.79,2689.4,97.0,3.31,14.72,42.68,6.48,0.79,78.6,49.5,34.2,0.568,10.94,0,0,603.1
Hill Zone,Darjeeling,Darjeeling South,Jute,2017,18.58,2933.1,84.2,3.78,15.35,45.0,5.87,0.726,67.3,56.9,42.6,1.168,12.18,0,0,426.3
Hill Zone,Darjeeling,Darjeeling South,Jute,2018,18.75,3539.3,97.0,2.8,16.17,45.0,6.72,0.68,117.9,60.0,36.8,0.842,8.94,0,1,192.3
Hill Zone,Darjeeling,Darjeeling South,Jute,2019,18.22,3022.5,97.0,2.86,19.38,45.0,5.27,0.734,109.6,53.5,26.4,1.06,24.98,0,0,381.5
Hill Zone,Darjeeling,Darjeeling South,Jute,2020,18.96,3217.7,97.0,3.82,21.53,45.0,6.45,0.683,116.7,46.6,56.1,0.703,13.8,0,0,345.0
Hill Zone,Darjeeling,Darjeeling South,Jute,2021,18.47,3023.4,88.5,3.13,17.99,45.0,6.62,0.691,90.1,89.5,38.6,1.18,28.86,0,0,396.3
Hill Zone,Darjeeling,Darjeeling South,Jute,2022,19.2,2897.1,97.0,2.38,14.86,45.0,6.84,0.481,144.0,58.4,83.9,1.392,15.2,0,0,559.1
Hill Zone,Darjeeling,Darjeeling South,Jute,2023,18.21,3105.7,97.0,3.09,18.25,45.0,6.01,0.92,143.1,52.2,43.1,0.852,18.49,0,0,309.8
Hill Zone,Darjeeling,Darjeeling South,Jute,2024,20.1,2931.7,97.0,0.91,18.67,45.0,5.33,0.94,123.5,42.4,22.3,1.233,19.86,0,0,609.2
Hill Zone,Darjeeling,Darjeeling South,Potato,2000,18.16,2901.0,97.0,1.96,20.58,44.68,5.96,0.373,147.5,24.9,28.7,1.089,19.67,0,1,9622.9
Hill Zone,Darjeeling,Darjeeling South,Potato,2001,20.41,3211.7,97.0,1.38,15.47,45.0,6.32,0.387,83.3,40.4,60.2,1.022,16.45,0,1,8796.7
Hill Zone,Darjeeling,Darjeeling South,Potato,2002,18.81,2922.4,97.0,1.45,19.92,45.0,6.57,0.741,120.5,90.1,47.9,0.52,12.34,0,1,9326.4
Hill Zone,Darjeeling,Darjeeling South,Potato,2003,19.65,3245.4,97.0,2.72,13.72,45.0,5.53,0.576,70.8,56.6,42.5,0.339,22.55,0,1,8262.6
Hill Zone,Darjeeling,Darjeeling South,Potato,2004,17.09,3107.0,97.0,2.4,20.45,45.0,6.91,0.684,105.1,63.7,56.2,0.97,15.73,0,1,7983.3
Hill Zone,Darjeeling,Darjeeling South,Potato,2005,18.19,2947.2,97.0,2.71,17.72,45.0,6.48,0.949,144.4,44.8,50.9,0.801,17.72,0,1,9131.9
Hill Zone,Darjeeling,Darjeeling South,Potato,2006,17.94,2771.3,82.3,2.72,21.37,45.0,6.64,0.572,117.6,40.7,41.4,0.863,4.5,0,1,8670.6
Hill Zone,Darjeeling,Darjeeling South,Potato,2007,18.49,2521.4,96.5,2.56,18.53,45.0,6.19,0.438,96.5,47.2,76.8,1.428,15.4,0,1,9182.3
Hill Zone,Darjeeling,Darjeeling South,Potato,2008,19.0,3196.2,97.0,1.91,23.54,45.0,5.64,0.303,85.2,58.4,52.6,0.793,8.81,0,1,8381.2
Hill Zone,Darjeeling,Darjeeling South,Potato,2009,19.32,3069.4,97.0,2.97,17.75,45.0,6.43,0.393,137.2,62.7,30.0,0.953,25.47,0,1,7982.5
Hill Zone,Darjeeling,Darjeeling South,Potato,2010,18.56,3437.3,97.0,2.47,13.75,45.0,5.22,0.328,93.4,56.9,50.1,1.015,24.9,0,1,8648.0
Hill Zone,Darjeeling,Darjeeling South,Potato,2011,19.53,2849.1,96.6,4.76,24.56,45.0,6.75,0.837,97.3,89.0,39.0,0.867,30.97,0,1,8325.4
Hill Zone,Darjeeling,Darjeeling South,Potato,2012,19.16,2680.6,91.2,2.52,16.87,45.0,6.01,0.624,74.1,47.6,24.1,1.085,10.54,0,1,9130.8
Hill Zone,Darjeeling,Darjeeling South,Potato,2013,18.35,3000.4,97.0,2.65,12.31,45.0,4.96,0.697,97.2,29.6,45.7,0.8,30.06,0,1,7883.7
Hill Zone,Darjeeling,Darjeeling South,Potato,2014,20.94,3383.4,97.0,2.01,21.83,45.0,6.46,0.594,73.2,47.8,30.3,0.436,16.44,0,1,8986.8
Hill Zone,Darjeeling,Darjeeling South,Potato,2015,20.62,3055.0,97.0,2.94,21.96,45.0,6.15,0.566,142.9,101.0,35.2,0.28,23.01,0,1,8470.3
Hill Zone,Darjeeling,Darjeeling South,Potato,2016,19.04,3352.0,97.0,1.66,12.05,45.0,5.81,0.702,71.1,48.2,22.6,0.783,15.52,0,1,8644.7
Hill Zone,Darjeeling,Darjeeling South,Potato,2017,20.39,3027.3,95.1,3.94,19.0,45.0,6.69,0.934,139.4,66.7,56.1,0.635,14.56,0,1,9385.1
Hill Zone,Darjeeling,Darjeeling South,Potato,2018,19.05,3074.1,97.0,2.6,16.64,45.0,6.8,0.762,82.9,63.5,50.5,0.914,7.2,0,1,8521.6
Hill Zone,Darjeeling,Darjeeling South,Potato,2019,18.32,3440.5,97.0,2.34,14.6,45.0,6.56,0.231,24.3,66.4,45.1,0.711,24.01,0,1,8194.3
Hill Zone,Darjeeling,Darjeeling South,Potato,2020,16.71,3031.5,97.0,2.11,16.98,45.0,6.25,0.406,88.7,30.7,52.9,0.376,24.21,0,1,6227.9
Hill Zone,Darjeeling,Darjeeling South,Potato,2021,19.09,2732.9,93.9,3.3,21.29,45.0,6.34,0.666,116.2,65.6,38.6,1.222,20.15,0,1,10350.7
Hill Zone,Darjeeling,Darjeeling South,Potato,2022,19.6,3225.7,97.0,2.29,14.05,45.0,6.3,0.812,71.4,112.7,42.8,1.269,24.44,0,1,8540.4
Hill Zone,Darjeeling,Darjeeling South,Potato,2023,18.81,3408.7,91.4,3.12,15.17,45.0,6.5,0.271,115.1,42.9,33.4,1.102,39.24,0,1,9042.5
Hill Zone,Darjeeling,Darjeeling South,Potato,2024,19.74,3057.9,96.4,2.76,22.47,45.0,6.83,0.599,184.7,24.8,53.3,1.054,19.78,0,1,8924.9
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2000,17.16,3014.8,97.0,1.73,14.71,45.0,6.9,0.531,88.1,41.3,81.7,1.037,17.76,0,1,7714.6
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2001,20.96,3337.3,96.3,2.52,16.68,45.0,5.77,0.564,76.3,60.4,45.1,0.464,7.87,0,1,13996.1
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2002,19.18,3181.0,97.0,0.3,16.4,45.0,6.21,0.398,95.8,42.3,85.2,1.1,16.96,0,1,11268.8
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2003,18.36,3110.2,97.0,2.56,20.97,45.0,6.53,0.909,115.5,36.6,18.1,0.679,17.74,0,1,9421.3
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2004,19.71,2934.3,93.9,3.11,21.42,45.0,6.55,0.918,118.4,53.3,13.1,1.287,21.99,0,1,14990.2
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2005,18.03,2779.2,95.8,2.5,21.18,44.86,7.1,0.649,144.5,36.8,49.6,1.255,18.81,0,0,13795.9
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2006,18.21,3190.2,94.2,1.56,18.59,45.0,6.72,0.406,53.6,40.3,66.8,0.628,18.09,0,1,8048.6
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2007,17.56,3318.4,97.0,2.88,12.83,45.0,5.0,0.604,101.9,67.3,66.7,0.812,16.52,0,1,7028.3
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2008,20.32,2877.5,97.0,2.4,16.88,45.0,5.99,0.429,128.9,53.9,40.5,0.849,21.12,0,0,20030.6
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2009,19.51,3162.9,97.0,3.46,20.47,45.0,6.44,0.524,194.5,50.4,52.8,1.298,9.97,0,1,12706.1
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2010,18.27,2839.1,89.8,2.21,21.78,45.0,6.4,0.649,59.2,67.0,50.9,0.565,19.41,0,0,13309.2
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2011,18.17,2841.1,93.4,1.92,19.29,45.0,6.55,0.607,96.8,91.2,16.6,1.25,20.3,0,0,14883.2
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2012,18.21,3018.6,93.0,1.61,17.57,45.0,6.8,0.867,20.0,26.5,48.6,0.955,18.85,0,1,8689.5
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2013,19.62,3268.6,97.0,2.6,20.51,45.0,6.32,0.401,151.0,96.5,52.7,0.502,17.53,0,1,11789.9
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2014,19.05,3320.6,97.0,0.73,22.02,45.0,6.11,0.928,101.3,29.9,24.8,0.91,23.66,0,1,11456.6
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2015,18.68,2962.8,97.0,2.26,22.3,45.0,6.51,0.598,118.2,46.2,34.5,0.853,14.32,0,1,10952.2
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2016,18.99,3010.4,97.0,2.42,23.15,45.0,6.09,0.586,129.2,51.0,42.4,0.816,19.21,0,1,11456.6
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2017,19.41,2694.5,88.9,0.74,20.33,45.0,7.04,0.674,143.7,53.9,42.8,0.431,13.52,0,0,18499.8
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2018,19.96,3451.7,97.0,2.84,18.75,45.0,5.53,0.495,66.2,48.9,42.5,0.838,17.2,0,1,12138.0
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2019,17.96,3274.1,93.9,2.63,19.09,45.0,5.59,0.772,89.0,68.6,56.1,0.89,18.19,0,1,8549.4
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2020,19.42,2855.5,97.0,2.97,18.52,45.0,6.31,0.621,81.2,28.8,61.4,0.701,19.52,0,0,15470.0
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2021,19.21,2880.1,97.0,1.87,15.03,45.0,6.95,0.225,116.8,70.2,26.3,1.096,15.04,0,1,11663.3
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2022,18.69,2963.9,91.0,4.14,16.56,45.0,6.81,0.63,148.9,49.7,49.8,0.919,19.18,0,1,10961.9
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2023,18.99,3452.3,97.0,2.2,16.89,45.0,6.58,0.83,69.2,59.1,41.9,0.806,19.16,0,1,9052.7
Hill Zone,Darjeeling,Darjeeling South,Sugarcane,2024,19.43,3102.3,92.9,2.51,22.52,45.0,6.68,0.599,85.0,38.1,38.7,1.278,23.04,0,1,11773.2
Hill Zone,Darjeeling,Darjeeling South,Mustard,2000,19.5,3040.2,96.3,2.88,15.2,45.0,7.03,0.282,125.2,27.3,44.1,0.833,15.58,0,1,425.5
Hill Zone,Darjeeling,Darjeeling South,Mustard,2001,18.32,3061.1,95.4,2.53,20.86,45.0,6.51,0.417,120.5,65.9,81.4,1.16,20.77,0,1,555.1
Hill Zone,Darjeeling,Darjeeling South,Mustard,2002,17.39,3313.5,97.0,2.15,21.17,45.0,7.04,0.359,117.3,45.2,40.7,0.329,23.77,0,1,379.5
